,id,context,type,result,question,A,B,C,D
697,00200260,"Cần phải vệ sinh bộ phận sinh dục thường xuyên, đảm bảo quần lót sạch sẽ, tránh nhiễm khuẩn. Không nên mặc đồ lót quá chật gây tổn thương tinh hoàn. Chung thủy một vợ, một chồng và đảm bảo quan hệ tình dục an toàn là những biện pháp phòng ngừa các bệnh lây truyền qua đường tình dục nói chung và viêm tinh hoàn nói riêng.",Single-Choice,['D'],"Phường Tân Bình có tổ chức một buổi sinh hoạt cộng đồng về Những biện pháp phòng ngừa các bệnh lây truyền qua đường tình dục và viêm nhiễm vùng sinh dục, bạn yêu cầu người dân đưa ra cách phòng ngừa. Ý kiến của ai dưới đây là SAI về cách phòng ngừa?","Chị Khang nói rằng cần phải vệ sinh bộ phận sinh dục thường xuyên, đảm bảo quần lót sạch sẽ, phơi dưới ánh nắng mặt trời.","Anh Hoàng nói rằng quan hệ chung thủy một vợ, một chồng. Không quan hệ tình dục bừa bãi với nhiều người.",Chị Thanh nói rằng không nên mặc quần lót quá chật vì gây tổn thương bộ phận sinh dục.,"Anh Giang nói rằng quan hệ tình dục 1 vợ, 1 chồng và không cần vệ sinh sau quan hệ."
698,00200261,"Cần phải vệ sinh bộ phận sinh dục thường xuyên, đảm bảo quần lót sạch sẽ, tránh nhiễm khuẩn. Không nên mặc đồ lót quá chật gây tổn thương tinh hoàn. Chung thủy một vợ, một chồng và đảm bảo quan hệ tình dục an toàn là những biện pháp phòng ngừa các bệnh lây truyền qua đường tình dục nói chung và viêm tinh hoàn nói riêng.",Multi-Choice,"['A', 'B', 'D']","Anh Hưng đến phòng khám Nam khoa và được chẩn đoán là viêm tinh hoàn. Là bác sĩ điều trị của anh, bạn khuyên anh điều gì để phòng ngừa bệnh này?","Cần phải vệ sinh bộ phận sinh dục thường xuyên, đảm bảo quần lót sạch sẽ, tránh nhiễm khuẩn.",Không nên mặc đồ lót quá chật gây tổn thương tinh hoàn.,Quan hệ tình dục bừa bãi.,"Chung thủy, một vợ, một chồng và đảm bảo quan hệ tình dục an toàn."
699,00200262,"Cần phải vệ sinh bộ phận sinh dục thường xuyên, đảm bảo quần lót sạch sẽ, tránh nhiễm khuẩn. Không nên mặc đồ lót quá chật gây tổn thương tinh hoàn. Chung thủy một vợ, một chồng và đảm bảo quan hệ tình dục an toàn là những biện pháp phòng ngừa các bệnh lây truyền qua đường tình dục nói chung và viêm tinh hoàn nói riêng.",Multi-Choice,"['B', 'D']","Anh Đông sợ mắc bệnh viêm nhiễm vùng sinh dục nên anh thường xuyên vệ sinh bộ phận sinh dục, đảm bảo quần lót sạch sẽ, tránh nhiễm khuẩn. Anh thích mặc đồ lót chật vì muốn ôm sát bộ phận sinh dục để dễ hoạt động. Anh chung thủy với vợ và không dùng bao cao su khi quan hệ vì muốn có con. Nên sau khi quan hệ xong, cả 2 vợ chồng không thích vệ sinh vùng sinh dục vì nghĩ là để mau có con. Điều nào anh đã làm SAI để tăng khả năng mắc bệnh viêm nhiễm vùng sinh dục?","Thường xuyên vệ sinh bộ phận sinh dục, đảm bảo quần lót sạch sẽ, tránh nhiễm khuẩn.",Anh thích mặc đồ lót chật vì muốn ôm sát bộ phận sinh dục để dễ hoạt động.,Anh chung thủy với vợ.,"Sau khi quan hệ xong, cả 2 vợ chồng không thích vệ sinh vùng sinh dục vì nghĩ là để mau có con."
700,00200263,"Thăm khám lâm sàng cơ bản như nhìn sờ kết hợp hỏi bệnh để phát hiện ra các triệu chứng bất thường như sưng, nóng, đỏ, đau tại tinh hoàn là sơ bộ có thể chẩn đoán viêm tinh hoàn. Tuy nhiên, gần đây nhờ có siêu âm tinh hoàn mà viêm tinh hoàn có thể được chẩn đoán một cách chắc chắn, cụ thể và rõ ràng hơn. Siêu âm tinh hoàn có thể cho biết kích thước tinh hoàn bị viêm, mức độ viêm cấp hay mạn tính, có tràn dịch màng tinh hoàn, có viêm mào tinh hay không.",Single-Choice,['B'],"Anh Long có triệu chứng sưng, nóng, đỏ, đau tại tinh hoàn, bác sĩ nghĩ rằng anh có khả năng cao mắc viêm tinh hoàn. Bác sĩ cần kết hợp xét nghiệm nào để có chẩn đoán chắc chắn?",Không cần xét nghiệm nào.,Siêu âm tinh hoàn.,Sinh thiết chỗ bị viêm.,CT-Scan vùng chậu.
701,00200264,"Thăm khám lâm sàng cơ bản như nhìn sờ kết hợp hỏi bệnh để phát hiện ra các triệu chứng bất thường như sưng, nóng, đỏ, đau tại tinh hoàn là sơ bộ có thể chẩn đoán viêm tinh hoàn. Tuy nhiên, gần đây nhờ có siêu âm tinh hoàn mà viêm tinh hoàn có thể được chẩn đoán một cách chắc chắn, cụ thể và rõ ràng hơn. Siêu âm tinh hoàn có thể cho biết kích thước tinh hoàn bị viêm, mức độ viêm cấp hay mạn tính, có tràn dịch màng tinh hoàn, có viêm mào tinh hay không.",Multi-Choice,"['A', 'B', 'C', 'D']","Anh Hưng có các triệu chứng của viêm tinh hoàn và được chỉ định siêu âm tinh hoàn. Nhưng anh nghĩ bác sĩ có thể chẩn đoán dựa vào lâm sàng mà tại sao lại siêu âm cho anh? Là bác sĩ của anh, bạn giải thích như thế nào?",Cho biết kích thước tinh hoàn bị viêm.,Cho biết mức độ viêm cấp hay mạn tính?.,Cho biết có tràn dịch màng tinh hoàn.,Cho biết có viêm mào tinh hay không.
702,00200265,"Thăm khám lâm sàng cơ bản như nhìn sờ kết hợp hỏi bệnh để phát hiện ra các triệu chứng bất thường như sưng, nóng, đỏ, đau tại tinh hoàn là sơ bộ có thể chẩn đoán viêm tinh hoàn. Tuy nhiên, gần đây nhờ có siêu âm tinh hoàn mà viêm tinh hoàn có thể được chẩn đoán một cách chắc chắn, cụ thể và rõ ràng hơn. Siêu âm tinh hoàn có thể cho biết kích thước tinh hoàn bị viêm, mức độ viêm cấp hay mạn tính, có tràn dịch màng tinh hoàn, có viêm mào tinh hay không.",Multi-Choice,"['A', 'D']","Anh Quyết cảm thấy sưng nóng, đau vùng tinh hoàn và không dám đi khám. Anh đến hỏi người đồng nghiệp trước đây đã từng có triệu chứng giống anh để tham khảo về việc thăm khám và số tiền anh phải bỏ ra cho việc này. Bác sĩ đã thăm khám như thế nào cho anh đồng nghiệp để chẩn đoán viêm tinh hoàn?",Thăm khám lâm sàng cơ bản như nhìn sờ kết hợp hỏi bệnh để phát hiện ra các triệu chứng bất thường.,CT-Scan vùng chậu.,Xét nghiệm máu tìm các bệnh nội khoa khác.,Siêu âm tinh hoàn.
703,00200266,"Nếu không điều trị viêm tinh hoàn có tự khỏi không ? Viêm tinh hoàn không thể tự khỏi nếu không được điều trị theo căn nguyên. Ngay cả trường hợp sau nhiễm virus quai bị, viêm tinh hoàn có thể thoáng qua nhưng vẫn có thể để lại di chứng ảnh hưởng đến khả năng sinh tinh trùng. Do đó khi bị viêm tinh hoàn, cần phải đến gặp các chuyên gia nam học có kinh nghiệm để được tư vấn điều trị kịp thời tránh những biến chứng gây vô sinh. Viêm tinh hoàn có chữa được không ? Sau đây là các phương pháp điều trị viêm tinh hoàn: Nội khoa: Được chỉ định điều trị khi viêm tinh hoàn cấp tính mà không có xoắn tinh hoàn kèm theo. Tùy vào nguyên nhân gây viêm tinh hoàn mà các bác sĩ cho thuốc điều trị phù hợp. Nếu do nhiễm vi khuẩn, sẽ điều trị kháng sinh, chống viêm, giảm đau chống phù nề. Khi phân lập được vi khuẩn sẽ làm kháng sinh đồ và điều trị theo kháng sinh đồ. Còn do nhiễm virus, người bệnh sẽ được điều trị chống viêm, giảm đau, các thuốc ức chế phản ứng miễn dịch. Viêm do dị ứng sẽ sử dụng các thuốc chống dị ứng kèm theo. Phẫu thuật: Được chỉ định khi viêm tinh hoàn đã có biến chứng áp xe tinh hoàn hoặc tràn dịch màng tinh hoàn số lượng nhiều, viêm tinh hoàn mạn tính có xơ hóa.",Single-Choice,['A'],Anh Kha hỏi đồng nghiệp về việc nếu không điều trị viêm tinh hoàn có tự khỏi không? Lời nói nào dưới đây của đồng nghiệp là đúng cho anh Kha?,Viêm tinh hoàn không thể tự khỏi nếu không được điều trị theo căn nguyên.,Viêm tinh hoàn có thể tự khỏi.,Viêm tinh hoàn: chỉ cần uống thuốc kháng sinh là khỏi.,Viêm tinh hoàn không có biến chứng gì.
704,00200267,"Nếu không điều trị viêm tinh hoàn có tự khỏi không ? Viêm tinh hoàn không thể tự khỏi nếu không được điều trị theo căn nguyên. Ngay cả trường hợp sau nhiễm virus quai bị, viêm tinh hoàn có thể thoáng qua nhưng vẫn có thể để lại di chứng ảnh hưởng đến khả năng sinh tinh trùng. Do đó khi bị viêm tinh hoàn, cần phải đến gặp các chuyên gia nam học có kinh nghiệm để được tư vấn điều trị kịp thời tránh những biến chứng gây vô sinh. Viêm tinh hoàn có chữa được không ? Sau đây là các phương pháp điều trị viêm tinh hoàn: Nội khoa: Được chỉ định điều trị khi viêm tinh hoàn cấp tính mà không có xoắn tinh hoàn kèm theo. Tùy vào nguyên nhân gây viêm tinh hoàn mà các bác sĩ cho thuốc điều trị phù hợp. Nếu do nhiễm vi khuẩn, sẽ điều trị kháng sinh, chống viêm, giảm đau chống phù nề. Khi phân lập được vi khuẩn sẽ làm kháng sinh đồ và điều trị theo kháng sinh đồ. Còn do nhiễm virus, người bệnh sẽ được điều trị chống viêm, giảm đau, các thuốc ức chế phản ứng miễn dịch. Viêm do dị ứng sẽ sử dụng các thuốc chống dị ứng kèm theo. Phẫu thuật: Được chỉ định khi viêm tinh hoàn đã có biến chứng áp xe tinh hoàn hoặc tràn dịch màng tinh hoàn số lượng nhiều, viêm tinh hoàn mạn tính có xơ hóa.",Multi-Choice,"['A', 'B', 'C', 'D']","Được biết, mỗi thể bệnh của viêm tinh hoàn có 1 cách điều trị khác nhau. Các thể bệnh có thể có của viêm tinh hoàn là gì?",Viêm tinh hoàn cấp tính mà không có xoắn tinh hoàn kèm theo.,Viêm tinh hoàn do nhiễm vi khuẩn.,Viêm tinh hoàn do nhiễm virus.,Viêm tinh hoàn đã có biến chứng?.
705,00200268,"Nếu không điều trị viêm tinh hoàn có tự khỏi không ? Viêm tinh hoàn không thể tự khỏi nếu không được điều trị theo căn nguyên. Ngay cả trường hợp sau nhiễm virus quai bị, viêm tinh hoàn có thể thoáng qua nhưng vẫn có thể để lại di chứng ảnh hưởng đến khả năng sinh tinh trùng. Do đó khi bị viêm tinh hoàn, cần phải đến gặp các chuyên gia nam học có kinh nghiệm để được tư vấn điều trị kịp thời tránh những biến chứng gây vô sinh. Viêm tinh hoàn có chữa được không ? Sau đây là các phương pháp điều trị viêm tinh hoàn: Nội khoa: Được chỉ định điều trị khi viêm tinh hoàn cấp tính mà không có xoắn tinh hoàn kèm theo. Tùy vào nguyên nhân gây viêm tinh hoàn mà các bác sĩ cho thuốc điều trị phù hợp. Nếu do nhiễm vi khuẩn, sẽ điều trị kháng sinh, chống viêm, giảm đau chống phù nề. Khi phân lập được vi khuẩn sẽ làm kháng sinh đồ và điều trị theo kháng sinh đồ. Còn do nhiễm virus, người bệnh sẽ được điều trị chống viêm, giảm đau, các thuốc ức chế phản ứng miễn dịch. Viêm do dị ứng sẽ sử dụng các thuốc chống dị ứng kèm theo. Phẫu thuật: Được chỉ định khi viêm tinh hoàn đã có biến chứng áp xe tinh hoàn hoặc tràn dịch màng tinh hoàn số lượng nhiều, viêm tinh hoàn mạn tính có xơ hóa.",Multi-Choice,"['A', 'B', 'C']","Anh An có triệu chứng sưng đỏ vùng tinh hoàn. Anh được bác sĩ chỉ định siêu âm vùng tinh hoàn, kết quả siêu âm cho thấy viêm tinh hoàn cấp tính, không áp xe tinh hoàn, không tràn dịch tinh hoàn. Chẩn đoán xác định là viêm tinh hoàn cấp do nhiễm khuẩn. Anh được cho điều trị như thế nào?",Kháng sinh .,Chống viêm.,"Giảm đau, chống phù nề.",Phẫu thuật .
706,00200269,"Chức năng chính của buồng trứng là nuôi dưỡng để trứng trưởng thành, rụng và thụ thai. Tuy nhiên cũng giống như các bộ phận khác trong cơ thể con người, buồng trứng cũng có giai đoạn bị lão hóa, suy giảm chức năng buồng trứng đặc biệt với những phụ nữ vào thời kỳ mãn kinh. Tại thời điểm lão hóa đó, hai buồng trứng không còn hoạt động như bình thường. Suy giảm buồng trứng là hiện tượng chức năng buồng trứng ở phụ nữ sau tuổi dậy thì và trước 40 tuổi bị ngừng hoạt động. Nguyên nhân chính dẫn đến suy buồng trứng là: suy giảm hormone estrogen bởi những tác nhân sau: Sử dụng quá nhiều chất kích thích như: thuốc lá, rượu, bia. Rối loạn kinh nguyệt trong thời gian dài ảnh hưởng lớn đến lượng kinh nguyệt. Bệnh nhân đã từng cắt bỏ một bên buồng trứng, vòi trứng. Viêm nhiễm bộ phận sinh dục. Đặc biệt là do việc nạo phá thai bừa bãi gây ảnh hưởng đến buồng trứng.",Single-Choice,['A'],"Chức năng chính của buồng trứng là nuôi dưỡng để trứng trưởng thành, rụng và thụ thai. Tuy nhiên, cũng giống như các bộ phận khác trong cơ thể con người, buồng trứng cũng có giai đoạn bị lão hóa, suy giảm chức năng buồng trứng là điều thiết yếu. Đối tượng nào bị suy buồng trứng nhiều nhất?",Phụ nữ vào thời kỳ mãn kinh.,Phụ nữ đã quan hệ tình dục.,Phụ nữ có thai nhiều lần.,Phụ nữ quan hệ tình dục nhưng không sự dụng biện pháp tránh thai an toàn.
707,00200270,"Chức năng chính của buồng trứng là nuôi dưỡng để trứng trưởng thành, rụng và thụ thai. Tuy nhiên cũng giống như các bộ phận khác trong cơ thể con người, buồng trứng cũng có giai đoạn bị lão hóa, suy giảm chức năng buồng trứng đặc biệt với những phụ nữ vào thời kỳ mãn kinh. Tại thời điểm lão hóa đó, hai buồng trứng không còn hoạt động như bình thường. Suy giảm buồng trứng là hiện tượng chức năng buồng trứng ở phụ nữ sau tuổi dậy thì và trước 40 tuổi bị ngừng hoạt động. Nguyên nhân chính dẫn đến suy buồng trứng là: suy giảm hormone estrogen bởi những tác nhân sau: Sử dụng quá nhiều chất kích thích như: thuốc lá, rượu, bia. Rối loạn kinh nguyệt trong thời gian dài ảnh hưởng lớn đến lượng kinh nguyệt. Bệnh nhân đã từng cắt bỏ một bên buồng trứng, vòi trứng. Viêm nhiễm bộ phận sinh dục. Đặc biệt là do việc nạo phá thai bừa bãi gây ảnh hưởng đến buồng trứng.",Multi-Choice,"['A', 'B', 'C', 'D']","Được biết, nguyên nhân bị suy buồng trứng là do sự suy giảm hormone estrogen. Những tác nhân nào ảnh hưởng đến sự suy giảm này?","Sử dụng quá nhiều chất kích thích như: thuốc lá, rượu, bia.",Rối loạn kinh nguyệt trong thời gian dài ảnh hưởng lớn đến lượng kinh nguyệt.,"Tiền căn cắt bỏ một bên buồng trứng, vòi trứng.",Việc nạo phá thai bừa bãi gây ảnh hưởng đến buồng trứng.
708,00200271,"Chức năng chính của buồng trứng là nuôi dưỡng để trứng trưởng thành, rụng và thụ thai. Tuy nhiên cũng giống như các bộ phận khác trong cơ thể con người, buồng trứng cũng có giai đoạn bị lão hóa, suy giảm chức năng buồng trứng đặc biệt với những phụ nữ vào thời kỳ mãn kinh. Tại thời điểm lão hóa đó, hai buồng trứng không còn hoạt động như bình thường. Suy giảm buồng trứng là hiện tượng chức năng buồng trứng ở phụ nữ sau tuổi dậy thì và trước 40 tuổi bị ngừng hoạt động. Nguyên nhân chính dẫn đến suy buồng trứng là: suy giảm hormone estrogen bởi những tác nhân sau: Sử dụng quá nhiều chất kích thích như: thuốc lá, rượu, bia. Rối loạn kinh nguyệt trong thời gian dài ảnh hưởng lớn đến lượng kinh nguyệt. Bệnh nhân đã từng cắt bỏ một bên buồng trứng, vòi trứng. Viêm nhiễm bộ phận sinh dục. Đặc biệt là do việc nạo phá thai bừa bãi gây ảnh hưởng đến buồng trứng.",Multi-Choice,"['B', 'D']","Chị Hà được chẩn đoán bị suy buồng trứng. Khi hồi cứu lại nguyên nhân bệnh sinh của chị, nguyên nhân nào có thể dẫn đến bệnh suy buồng trứng của chị? Chị có thói quen ăn đủ rau, ít ăn đồ dầu mỡ, chị thường xuyên tạp thể dục ít nhất 3 lần / tuần, không hút thuốc lá, thỉnh thoảng uống rượu bia. Về tiền căn, chị từng được chẩn đoán viêm âm hộ. Khoảng 5 năm trước, chị từng phá thai 2 lần ở phòng khám, ngoài được người quen giới thiệu do chưa kết hôn. ","Chị có thói quen ăn đủ rau, ít ăn đồ dầu mỡ.",Chị từng được chẩn đoán viêm âm hộ.,Thỉnh thoảng uống rượu bia.,"Khoảng 5 năm trước, chị từng phá thai 2 lần ở phòng khám, ngoài được người quen giới thiệu do chưa kết hôn."
709,00200272,"Với bệnh suy buồng trứng, triệu chứng phổ biến nhất là kinh nguyệt không đều hoặc có những biểu hiện gần như hiện tương tự mãn kinh tự nhiên như: cơ thể nóng nực, vã mồ hôi về đêm, dễ kích động, nhu cầu tình dục giảm rõ rệt, bị đau khi quan hệ và mất khả năng sinh sản, rối loạn tiết niệu. Ngoài ra do nồng độ hormone giảm nên bệnh nhân có thể có những biểu hiện như: căng thẳng, mệt mỏi, suy tuyến giáp, các dấu hiệu bệnh tim. Vào giai đoạn muộn của bệnh nhiều bệnh nhân còn bị hạ huyết áp.",Single-Choice,['B'],"Chị An, 40 tuổi, chị được chẩn đoán là suy buồng trứng nhưng sau 1 thời gian chị bị bệnh, chị mới đi khám vì chị nhầm với một hiện tượng. Chị nhầm với hiện tượng nào dưới đây?",Nhiệt trong người.,Hiện tượng tự mãn kinh tự nhiên.,Nhiễm trùng đường tiết niệu .,Tăng huyết áp.
710,00200273,"Với bệnh suy buồng trứng, triệu chứng phổ biến nhất là kinh nguyệt không đều hoặc có những biểu hiện gần như hiện tương tự mãn kinh tự nhiên như: cơ thể nóng nực, vã mồ hôi về đêm, dễ kích động, nhu cầu tình dục giảm rõ rệt, bị đau khi quan hệ và mất khả năng sinh sản, rối loạn tiết niệu. Ngoài ra do nồng độ hormone giảm nên bệnh nhân có thể có những biểu hiện như: căng thẳng, mệt mỏi, suy tuyến giáp, các dấu hiệu bệnh tim. Vào giai đoạn muộn của bệnh nhiều bệnh nhân còn bị hạ huyết áp.",Multi-Choice,"['C', 'D']","Chị Giang, 39 tuổi, đi khám bệnh với triệu chứng là kinh nguyệt không đều khoảng 5 tháng, cơ thể nóng nực, vã mồ hôi về đêm, chị đau khi quan hệ và giảm nhu cầu tình dục. Bên cạnh đó, dạo gần đây chị còn cảm thấy mệt mỏi và tăng huyết áp. Thêm vào đó, gần đây chị thường xuyên tăng ca và ăn uống không điều độ. Với những triệu chứng như vậy, bạn nghĩ chị mắc bệnh gì?",Rối loạn kinh nguyệt do sinh hoạt không khoa học.,Thai ngoài tử cung .,Suy buồng trứng.,Tiền mãn kinh.
711,00200274,"Với bệnh suy buồng trứng, triệu chứng phổ biến nhất là kinh nguyệt không đều hoặc có những biểu hiện gần như hiện tương tự mãn kinh tự nhiên như: cơ thể nóng nực, vã mồ hôi về đêm, dễ kích động, nhu cầu tình dục giảm rõ rệt, bị đau khi quan hệ và mất khả năng sinh sản, rối loạn tiết niệu. Ngoài ra do nồng độ hormone giảm nên bệnh nhân có thể có những biểu hiện như: căng thẳng, mệt mỏi, suy tuyến giáp, các dấu hiệu bệnh tim. Vào giai đoạn muộn của bệnh nhiều bệnh nhân còn bị hạ huyết áp.",Multi-Choice,"['A', 'C']","Chị Hằng tham gia buổi workshop về suy buồng trứng. Sau buổi workshop, chị hỏi về triệu chứng nào là phổ biến nhất của suy buồng trứng để chị có thể phát hiện và chưa bệnh sớm?",Kinh nguyệt không đều.,Hạ huyết áp.,Hiện tượng tự mãn kinh tự nhiên.,Rong kinh.
712,00200275,"Bệnh suy buồng trứng thường gặp ở những phụ nữ sau tuổi dậy thì và trước 40 tuổi. Đặc biệt với những chị em phụ nữ có thói quen sinh hoạt không khoa học, đã từng nạo phá thai sẽ có nguy cơ mắc bệnh suy buồng trứng rất cao.",Multi-Choice,"['B', 'C', 'D']","Suy buồng trứng là một trong những nguyên nhân hàng đầu làm suy giảm đời sống tình dục và cản trở chức năng sinh sản ở nữ giới, cũng như là nguyên gây hiếm muộn ở các cặp vợ chồng.Trường hợp nào dưới đây là đối tượng có thể mắc suy buồng trứng?","Cô Sang 50 tuổi, chị là nhân viên văn phòng từ 7 giờ sáng đến 4 giờ chiều. Cô không tăng ca đêm, không rượu bia, uống thuốc lá. Chế độ ăn nhiều rau, ít mặn do cô sợ bị tăng huyết áp. Hiện tại cô chỉ quan hệ tình dục 1 lần / tuần với chồng, không sử dụng biện pháp an toàn do chồng đã thắt ống dẫn tinh.","Chị Hải, 30 tuổi, chị là nhân viên văn phòng từ 9 giờ sáng đến 5 giờ chiều. Bên cạnh đó, chị còn thường xuyên tăng ca đêm khi có việc gấp. Chị có thói quen ăn đồ ăn ngoài, uống bia 4 lần / tuần. Mấy tháng gần đây, chị không quan hệ tình dục. PARA 0000 . .","Chị Hải, 28 tuổi, chị là nhân viên văn phòng từ 9 giờ sáng đến 5 giờ chiều. Bên cạnh đó, chị còn thường xuyên tăng ca đêm khi có việc gấp. Chị có thường nấu cơm ở nhà với chế độ eatclean nghe trên mạng để giữ dáng, không uống rượu bia hay hút thuốc lá? Chị có 1 người bạn trai, thường xuyên mang bao cao su khi quan hệ. PARA 0010 . .","Chị Thảo, 35 tuổi, chị là nhân viên văn phòng từ 7 giờ sáng đến 4 giờ chiều. Cô không tăng ca đêm, không rượu bia, uống thuốc lá. Chế độ ăn nhiều rau, ít mặn do chị sợ tăng cân. Hiện tại cô chỉ quan hệ tình dục 3 lần / tuần với chồng, không sử dụng biện pháp an toàn do chồng đã thắt ống dẫn tinh."
713,00200276,"Để phòng ngừa bệnh suy buồng trứng, có thể áp dụng một số biện pháp sau: Duy trì chế độ sinh hoạt khoa học: không lạm dụng các chất kích thích, có chế độ tập luyện thể dục thể thao phù hợp. Nếu không muốn có con ngoài ý muốn, nên tham khảo ý kiến bác sĩ về các biện pháp tránh thai tốt nhất. Giảm thiểu nguy cơ mắc bệnh loãng xương bằng việc bổ sung đủ lượng canxi cần thiết cho cơ thể, tập thể dục thường xuyên và tránh hút thuốc lá để giữ cho xương chắc khỏe.",Single-Choice,['C'],"Tại công ty BBN tổ chức workshop cho nhân viên về cách phòng ngừa, cho nhân viên về suy buồng trứng. Cách phòng ngừa nào là SAI về suy buồng trứng?",Duy trì chế độ sinh hoạt khoa học.,"Nếu không muốn có con ngoài ý muốn, nên tham khảo ý kiến bác sĩ về các biện pháp tránh thai tốt nhất.",Sử dụng biện pháp tránh thai nhưng khi có con ngoài ý muốn thì chỉ cần đi nạo phá thai.,"Giảm thiểu nguy cơ mắc bệnh loãng xương bằng việc bổ sung đủ lượng canxi cần thiết cho cơ thể, tập thể dục thường xuyên và tránh hút thuốc lá để giữ cho xương chắc khỏe."
714,00200277,"Để phòng ngừa bệnh suy buồng trứng, có thể áp dụng một số biện pháp sau: Duy trì chế độ sinh hoạt khoa học: không lạm dụng các chất kích thích, có chế độ tập luyện thể dục thể thao phù hợp. Nếu không muốn có con ngoài ý muốn, nên tham khảo ý kiến bác sĩ về các biện pháp tránh thai tốt nhất. Giảm thiểu nguy cơ mắc bệnh loãng xương bằng việc bổ sung đủ lượng canxi cần thiết cho cơ thể, tập thể dục thường xuyên và tránh hút thuốc lá để giữ cho xương chắc khỏe.",Multi-Choice,"['A', 'B', 'C']","Chị Hoàng lo sợ con mình mắc bệnh suy buồng trứng nên đã tìm kiếm workshop về cách phòng ngừa suy buồng trứng do các bác sĩ tổ chức. Là chị Hoàng, sau buổi Workshop đó, bạn cho rằng cách phòng bệnh nào là đúng?",Bổ sung đủ lượng canxi cần thiết cho cơ thể.,Tham khảo ý kiến bác sĩ về các biện pháp tránh thai tốt nhất.,Chế độ tập luyện thể dục thể thao phù hợp .,"Uống cà phê mỗi ngày, sử dụng thực phẩm ăn liền."
715,00200278,"Để phòng ngừa bệnh suy buồng trứng, có thể áp dụng một số biện pháp sau: Duy trì chế độ sinh hoạt khoa học: không lạm dụng các chất kích thích, có chế độ tập luyện thể dục thể thao phù hợp. Nếu không muốn có con ngoài ý muốn, nên tham khảo ý kiến bác sĩ về các biện pháp tránh thai tốt nhất. Giảm thiểu nguy cơ mắc bệnh loãng xương bằng việc bổ sung đủ lượng canxi cần thiết cho cơ thể, tập thể dục thường xuyên và tránh hút thuốc lá để giữ cho xương chắc khỏe.",Multi-Choice,"['A', 'B', 'D']","Chị Hiền, 25 tuổi, chị là nhân viên sale của công ty, X, chị thường xuyên uống rượu bia để tiếp khách. Chị có một người bạn trai và cả 2 không thích đeo bao cao su khi quan hệ tình dục. Dạo này chị thấy thấy quần lót mình có dính huyết trắng và hơi ngứa vùng sinh dục. Chị đi khám và được chẩn đoán viêm âm hộ. Chị được cho thuốc uống. Hiện tại chị và bạn trai chưa muốn có con. Về thói quen, chị ăn đủ rau, ít ăn dầu mỡ, không thích hoạt động thể dục. Là bác sĩ điều trị cho chị, bạn thấy chị có nguy cơ bị suy buồng trứng, lời khuyên nào dưới đây là đúng cho chị?",Đi tư vấn với bác sĩ về biện pháp tránh thai trong trường hợp cả 2 người không muốn dùng bao cao su và chưa muốn có con.,Giảm tần suất uống rượu bia.,Bỏ hút thuốc lá.,"Tập thể dục, thể thao phù hợp ."
716,00200279,"Dấu hiệu và triệu chứng của lao phổi được biểu hiện dưới những hiện tượng sau: Dấu hiệu quan trọng nhất là người bệnh bị ho kéo dài liên tục hơn 2 tuần, có thể là ho khan, ho đờm hoặc nghiêm trọng hơn là ho ra máu. Cơ thể có biểu hiện mệt mỏi, giảm cân và mất cảm giác thèm ăn. Người bệnh bị đau ngực thậm chí là khó thở. Bị ra mồ hôi vào ban đêm và có biểu hiện sốt nhẹ về chiều. Tuy nhiên các dấu hiệu trên cũng thường gặp ở nhiều bệnh khác nhau, chính vì vậy để có kết quả chuẩn đoán chính xác cần thiết phải làm những xét nghiệm chuyên biệt để có phác đồ điều trị phù hợp.",Single-Choice,['B'],Bệnh lao phổi cần phải có xét nghiệm chuyên biệt để có phác đồ điều trị mới có thể điều trị được. Vì sao lại bệnh lao phổi lại khó điều trị như thế?,Vì người bệnh có quá nhiều biểu hiện.,Vì loại triệu chứng phổ biến.,Vì nhiều người thường bỏ qua những dấu hiệu của bệnh lao cho đến khi phát hiện thì đã vào giai đoạn nặng.,Vì các dấu hiệu xuất hiện rất ít.
717,00200280,"Dấu hiệu và triệu chứng của lao phổi được biểu hiện dưới những hiện tượng sau: Dấu hiệu quan trọng nhất là người bệnh bị ho kéo dài liên tục hơn 2 tuần, có thể là ho khan, ho đờm hoặc nghiêm trọng hơn là ho ra máu. Cơ thể có biểu hiện mệt mỏi, giảm cân và mất cảm giác thèm ăn. Người bệnh bị đau ngực thậm chí là khó thở. Bị ra mồ hôi vào ban đêm và có biểu hiện sốt nhẹ về chiều. Tuy nhiên các dấu hiệu trên cũng thường gặp ở nhiều bệnh khác nhau, chính vì vậy để có kết quả chuẩn đoán chính xác cần thiết phải làm những xét nghiệm chuyên biệt để có phác đồ điều trị phù hợp.",Multi-Choice,"['A', 'B', 'C']","Bệnh lao phổi có nhiều triệu chứng trùng với các bệnh khác phổ biến hơn, gây khó khăn trong việc chuẩn đoán thông qua triệu chứng lầm sàng. Đâu là loại bệnh thường hay bị chuẩn đoán nhầm với lao phổi nhất?",Viêm phổi.,Hen phế quản.,Ung thư phổi.,Cúm nhiệt đới.
